"id","winner","rated","victory_status_class","base_time","add_time","total_time","white_rating","black_rating","rating_dif_abs","rating_dif_class","opening_class","opening_eco_mod","opening_ply"
"dh097wuJ","black",0,0,10,0,10,1862,1387,475,1,0,0,1
"UCMyX43Q","black",0,0,10,0,10,1474,1862,388,-1,2,241,5
"XrBt8qq0","black",0,0,10,0,10,1862,1807,55,1,2,241,5
"v3ryBvEc","white",0,1,10,0,10,1720,1862,142,-1,2,247,8
"v0LKCXys","black",0,0,10,0,10,1862,1690,172,1,0,6,2
"sCGHOpvl","black",0,0,10,0,10,1884,1862,22,1,2,242,5
"ZERC7Ug4","black",0,0,10,0,10,1396,1862,466,-1,2,250,8
"UGqVq7Ch","white",0,0,10,0,10,1674,1862,188,-1,3,306,4
"sARMWAcM","white",0,0,10,0,10,2203,1862,341,1,2,260,6
"JTF5lktc","black",0,0,10,0,10,1862,2203,341,-1,1,170,10
"tIbVGp2o","black",0,1,10,0,10,1862,1722,140,1,3,320,6
"02V52u8v","white",0,0,10,0,10,1598,1862,264,-1,2,241,5
"U3GLEkAY","white",0,0,10,10,14,1708,1862,154,-1,2,242,5
"2NE5eGaX","black",0,0,10,0,10,1862,1500,362,1,0,40,1
"A2Owhl4L","black",0,0,10,0,10,1862,1513,349,1,3,330,4
"73yeVDmb","black",0,0,10,0,10,1500,1862,362,-1,3,305,6
"SnAAGIyU","black",0,1,10,0,10,1862,1449,413,1,3,348,16
"nfx9Gu0l","black",0,0,10,0,10,1862,1500,362,1,1,101,4
"ehEMiCKy","white",0,0,10,0,10,1704,1862,158,-1,2,260,6
"fv9uCJeh","black",0,0,10,0,10,1862,1769,93,1,2,245,7
"6zZ47KG5","black",0,1,10,0,10,1701,1862,161,-1,2,250,6
"9BUi3r5Q","white",0,1,10,0,10,1799,1862,63,-1,2,226,4
"csF2CjMH","black",0,0,10,0,10,1862,1701,161,1,2,241,4
"VLDmS9nM","black",0,0,10,0,10,1699,1862,163,-1,2,246,6
"M3C2yjzI","black",0,0,5,8,8,1862,1579,283,1,1,121,6
"hyCmLj7A","black",0,0,5,8,7,1862,1416,446,1,1,107,5
"KCRA9rHk","black",0,0,5,8,10,1862,2073,211,-1,1,121,5
"KrAwDchk","white",0,0,5,8,18,1567,1862,295,-1,0,6,3
"UfgTlFo1","white",0,0,5,8,13,1564,1862,298,-1,0,43,2
"9N9o9zK6","white",0,1,5,8,15,1862,1140,722,1,2,249,8
"8mE1pMht","black",1,1,10,0,10,1972,1952,20,1,0,52,7
"wV77QKJh","white",1,0,10,0,10,1960,1950,10,0,2,242,5
"Nrwnvyrx","white",1,0,10,0,10,2199,1955,244,1,2,242,7
"zPwZcNlm","white",1,0,10,0,10,1937,2090,153,-1,2,201,5
"lIsZEF0G","white",1,0,10,0,10,1951,1664,287,1,2,201,5
"WuGtllvl","white",1,0,10,0,10,1944,1776,168,1,1,136,8
"UKdc4gix","black",1,0,10,0,10,1553,1942,389,-1,1,113,5
"K7MB0oNd","black",1,0,10,0,10,1236,1941,705,-1,1,110,2
"MBnszsWx","white",0,0,180,0,180,1500,1500,0,0,2,200,3
"kWXQ0xsQ","white",0,0,180,0,180,1500,1500,0,0,2,244,5
"b1MtlubX","white",0,0,180,0,180,1500,1500,0,0,2,200,3
"DyOgBxNv","white",0,0,180,180,261,1500,1500,0,0,1,100,2
"C93FmFIq","white",0,0,180,180,408,1500,1500,0,0,1,100,2
"8xdSsaAF","white",0,0,8,3,11,1452,1343,109,1,2,234,6
"Zv9RJQGg","white",0,1,20,0,20,1343,1376,33,-1,0,1,4
"RsERFEbb","white",1,0,10,0,10,1803,1737,66,1,2,201,5
"i9ZGHc3z","black",1,0,4,6,10,1670,1692,22,-1,2,246,5
"RIEBee5J","white",1,0,5,8,14,1500,1534,34,-1,2,240,3
"O8dHQVTA","white",0,0,5,8,9,1500,1421,79,1,2,240,3
"A0xmkXW2","white",0,1,5,8,7,1500,1329,171,1,2,250,5
"b1MLIFpL","white",0,0,10,0,10,1851,1712,139,1,1,154,6
"vmVeJL73","white",0,0,20,0,20,1712,1714,2,0,2,245,7
"a5y8QJBk","white",0,0,10,0,10,1500,1712,212,-1,3,300,2
"FeCXlUdI","black",0,0,6,10,18,1705,1712,7,0,1,120,3
"PStuE3Ru","black",0,0,10,0,10,1712,2015,303,-1,2,211,7
"4pZgsdZ6","black",0,0,10,25,24,1712,1832,120,-1,1,110,2
"NNDUMnRw","black",0,0,3,10,12,1712,1615,97,1,1,101,4
"FyP8fltG","black",0,0,10,10,20,1712,1708,4,0,2,240,4
"ahCi7B8k","black",0,0,10,0,10,1860,1712,148,1,1,121,3
"pVodVKhK","black",0,0,30,30,65,2108,1712,396,1,3,305,7
"dnwPq0Ru","black",0,0,10,0,10,1712,1959,247,-1,0,22,4
"rohKfyT8","black",0,0,5,10,26,1712,1500,212,1,0,35,4
"xHL05fIw","white",0,0,15,15,25,1780,1712,68,1,4,420,8
"lLMchIam","black",0,0,8,0,8,2180,1712,468,1,1,121,3
"OuFnfDxZ","black",0,0,10,1,10,1328,1712,384,-1,0,0,1
"Ju3yDDDT","black",0,1,5,5,9,1896,1712,184,1,3,330,7
"ocEoaR9Q","black",1,0,10,0,10,1500,1591,91,-1,2,200,5
"FZByGsHT","white",1,0,10,0,10,1582,1494,88,1,3,315,7
"8lqflAf6","white",1,0,10,0,10,1726,1589,137,1,2,201,5
"hq3TSGej","white",1,1,10,0,10,1577,1618,41,-1,0,10,2
"43etu8Sq","black",1,1,10,0,10,1577,1534,43,1,0,20,2
"xPLiusuQ","white",1,1,10,0,10,1693,1585,108,1,3,337,7
"JlmtraYB","white",1,0,10,0,10,1573,1590,17,-1,0,13,2
"YAeg03yO","white",1,0,10,0,10,1597,1583,14,1,2,200,3
"5qXqLPDB","white",1,1,10,0,10,1603,1594,9,0,2,200,3
"q8gzJMaa","white",1,0,10,0,10,1586,1623,37,-1,0,15,2
"CUpTQECd","black",1,1,10,0,10,1592,1783,191,-1,0,20,2
"MO9Hhejy","black",1,1,10,0,10,1602,1629,27,-1,0,10,1
"ZkzVaz0B","black",1,1,10,0,10,1516,1593,77,-1,2,200,2
"OJdeMip2","black",1,0,10,0,10,1475,1585,110,-1,2,200,3
"anSWcBOw","white",1,0,10,0,10,1575,1571,4,0,0,27,5
"iYVm4ANx","black",1,1,10,0,10,1585,1632,47,-1,0,20,2
"khJOZetm","white",0,0,15,0,15,2065,1976,89,1,1,121,6
"8CCBHpef","white",1,0,7,4,11,1976,1988,12,-1,1,140,10
"MP8TYTbX","white",1,0,7,4,16,1976,1987,11,-1,2,244,4
"mu5KYglJ","black",1,1,8,0,8,2035,1961,74,1,0,56,6
"2shZQ2X6","black",1,0,10,0,10,1975,1908,67,1,2,248,8
"4qRYXCHX","black",1,0,10,0,10,1463,1974,511,-1,0,6,3
"XNMbvz8v","black",1,1,10,0,10,1997,1480,517,1,2,222,7
"ILxgRGiu","black",0,0,10,0,10,1950,1997,47,-1,1,101,2
"c4xul4aH","white",1,1,8,0,8,2229,2002,227,1,2,202,10
"WwbMGpf4","white",1,1,10,0,10,1819,2020,201,-1,1,127,3
"KetcbxgQ","white",1,0,10,0,10,2014,1827,187,1,2,248,8
"YXqa1YZX","black",1,0,10,0,10,1807,2008,201,-1,1,140,4
"UiON74S2","black",1,0,10,0,10,2013,2274,261,-1,0,16,3
"MEJPk9T3","white",1,0,10,0,10,2008,1744,264,1,0,11,2
"EW9x3t3G","black",1,0,10,0,10,2179,1991,188,1,1,140,10
"GYFSYJ8I","white",1,0,10,0,10,1982,1917,65,1,0,34,3
"1Q1n5nKA","black",1,0,10,0,10,1749,1977,228,-1,1,140,4
"mHJI2pPG","black",1,0,10,0,10,1781,1971,190,-1,1,140,8
"8JTLzHwA","white",1,0,8,5,13,2040,1981,59,1,1,140,10
"kNKj3koe","black",1,1,10,0,10,1890,2139,249,-1,2,230,4
"rw7RU3xt","white",1,0,10,0,10,2131,2018,113,1,1,145,10
"UqXGYbEO","white",1,1,10,0,10,2116,2252,136,-1,4,434,8
"45qOguIT","white",1,0,10,0,10,1687,1691,4,0,3,346,12
"arxFjJVN","black",1,0,10,0,10,1689,1668,21,1,1,121,3
"X2L3xRc7","black",1,1,10,0,10,1651,1657,6,0,2,220,3
"w5NL4hoN","black",0,1,5,8,12,1500,1990,490,-1,1,143,10
"hweE5kz6","black",0,0,5,5,11,1786,1736,50,1,2,244,7
"FOedRi8Y","white",1,0,20,0,20,1663,1758,95,-1,1,101,4
"Bi5kk9ch","white",1,0,5,5,18,1779,1794,15,-1,0,20,2
"6j5QQBQE","white",1,0,7,3,11,1500,1688,188,-1,2,240,4
"M06MUxbj","black",1,0,10,0,10,1654,1918,264,-1,3,353,8
"NkioCxfY","black",1,1,10,0,10,1690,1913,223,-1,2,201,5
"sMMTqjS2","black",1,0,7,2,14,1818,1896,78,-1,3,370,6
"ahRf9QQY","black",1,0,10,5,12,1813,1887,74,-1,2,212,11
"vy5UYf3o","black",1,0,10,0,10,1775,1879,104,-1,0,1,3
"AbugvFSH","white",1,0,10,0,10,1873,1651,222,1,1,101,4
"3AYfI6Nb","white",1,0,10,0,10,1868,1656,212,1,0,43,5
"jta14D31","white",1,0,10,0,10,1860,1770,90,1,1,115,5
"c32jG2DE","black",1,0,10,0,10,1748,1852,104,-1,2,200,3
"bQSS5nLv","black",1,0,10,0,10,1365,1850,485,-1,2,200,3
"L0LynXk7","black",1,0,10,0,10,1861,1873,12,-1,1,138,11
"CzyKEMYc","white",1,0,20,10,26,1833,1873,40,-1,0,45,3
"FWSFnqOu","black",0,0,10,5,14,1821,1873,52,-1,2,203,5
"UeXIQ4YD","white",1,1,10,0,10,2004,1881,123,1,1,140,5
"k9zI0R0u","black",1,1,10,0,10,1895,1797,98,1,2,242,5
"TUsE6rh2","black",1,0,10,0,10,1560,1892,332,-1,1,120,3
"pCrySQHQ","black",1,0,10,0,10,1901,1993,92,-1,2,241,5
"DtFbBnbk","black",1,0,10,0,10,1729,1894,165,-1,0,3,2
"yCbfCj3H","black",1,1,10,0,10,1613,1891,278,-1,1,120,3
"RaxjeYPG","white",1,0,10,15,21,1864,1892,28,-1,1,141,8
"Q6a9PXXJ","black",1,0,10,15,18,1905,1851,54,1,2,202,9
"xlgOy7n8","black",1,1,10,0,10,1784,1897,113,-1,1,140,4
"EC67dmCN","white",1,0,10,0,10,1893,1624,269,1,2,261,6
"JB43JSH8","black",1,0,10,0,10,1750,1885,135,-1,3,301,4
"KOHqRuCN","white",1,1,10,0,10,1882,1602,280,1,2,262,6
"g5elmHP5","black",1,0,20,5,26,1712,1875,163,-1,2,241,5
"fWfh1j30","white",1,1,6,3,7,1878,1887,9,0,3,300,10
"hRpghvXz","black",1,0,10,0,10,1895,1977,82,-1,1,132,10
"ZDAqY6sS","black",1,0,15,10,28,1672,1890,218,-1,0,56,4
"JYWHCWqI","white",1,0,10,0,10,1881,1828,53,1,2,200,3
"me8hf4aQ","white",1,1,10,0,10,1868,1824,44,1,2,200,3
"K6LIk4Se","white",1,0,10,15,19,1819,1881,62,-1,1,156,10
"YvfEdSyq","white",1,0,5,15,24,1871,1841,30,1,2,240,4
"IrBSkx6x","white",1,0,5,15,13,1828,1884,56,-1,1,121,3
"SDaN3bln","black",1,0,5,8,12,1727,1877,150,-1,3,300,4
"NbllyuAy","black",1,0,45,15,77,1891,1814,77,1,2,288,13
"fmA8xiTS","white",1,0,10,0,10,1650,1910,260,-1,1,140,4
"O81o2L6O","white",1,0,10,0,10,1968,1921,47,1,1,122,6
"DuU01NgO","white",1,0,10,0,10,1907,1946,39,-1,4,477,8
"jlp0sgqZ","white",1,0,10,0,10,1903,1648,255,1,2,260,6
"fsRCfZs8","black",1,0,10,0,10,1725,1896,171,-1,1,122,3
"KA0F7d5x","white",1,0,10,0,10,1894,1506,388,1,2,241,5
"kn98dXeN","white",1,0,10,0,10,1890,1617,273,1,2,266,8
"dD90S0Xp","black",1,1,10,10,29,1522,1727,205,-1,2,254,13
"TKPSGcYB","white",1,1,10,10,28,1708,1528,180,1,2,200,4
"dbGUXGos","black",1,1,10,5,18,1744,1770,26,-1,2,250,7
"y8NY6Zni","white",1,1,10,5,15,1759,1790,31,-1,2,225,4
"scN2qQfq","black",1,1,15,20,27,1750,1741,9,0,2,250,6
"OWd1G3jm","white",1,0,5,7,11,1686,1681,5,0,2,255,6
"55NKPGPj","white",1,1,30,10,44,1840,1732,108,1,2,220,4
"47RJcEJR","black",1,0,6,8,22,1713,1637,76,1,3,300,3
"dKq8gYTk","white",1,1,10,15,24,1791,1716,75,1,3,300,3
"MiwgmdxP","black",1,1,20,0,20,1804,1931,127,-1,1,120,3
"IOHtxlJ9","black",0,0,10,3,12,1850,1804,46,1,2,260,5
"h4JUcUsl","black",1,1,15,5,21,1701,1500,201,1,2,246,5
"sKnDmxDX","black",1,0,30,0,30,1005,1140,135,-1,2,246,6
"TXRivHl6","white",1,0,15,5,17,1148,1057,91,1,3,300,3
"h4gNnjPZ","black",1,0,15,5,16,1142,1150,8,0,2,260,6
"KWF58BRR","white",1,1,10,0,10,1066,1326,260,-1,2,248,7
"Xs9aFTD1","white",1,1,10,0,10,1625,1384,241,1,2,250,6
"CLyVimXY","white",0,0,10,15,12,1805,1384,421,1,2,241,5
"tDPWm76y","black",1,1,3,8,14,1500,1644,144,-1,0,0,1
"Ek7Zc3k0","black",1,0,30,5,37,1687,1771,84,-1,3,300,3
"0KqA6d6j","white",1,0,30,5,39,1678,1595,83,1,0,41,2
"MZRiITT5","black",1,0,20,0,20,2313,2168,145,1,1,100,2
"TpxydBqb","black",0,0,20,0,20,1855,2313,458,-1,2,250,6
"r27Ve8Mq","white",1,0,10,10,17,2291,2144,147,1,2,267,10
"XUroeyz9","white",1,0,8,0,8,2272,2061,211,1,2,202,9
"ZAGMt3YB","black",1,0,10,0,10,2344,2215,129,1,2,250,6
"NR0OBenc","black",1,0,25,25,52,2063,2183,120,-1,2,265,6
"gYo5F5em","white",1,0,10,0,10,2109,2247,138,-1,1,113,5
"YHxoXzZ5","white",1,0,8,0,8,2062,1978,84,1,2,245,8
"M2NfrvAD","white",1,1,10,0,10,1996,1957,39,1,1,143,9
"VdPZD8QR","black",1,1,10,0,10,1968,1882,86,1,2,254,16
"7p9UNEMP","white",1,0,20,0,20,1756,1771,15,-1,2,244,8
"IPqX4z1L","black",1,0,20,0,20,1785,1432,353,1,2,224,5
"MPbAW7tD","white",0,0,10,0,10,1432,1916,484,-1,2,241,5
"8WrJkEsB","white",1,0,20,8,23,1870,1479,391,1,2,262,6
"1lxYxRv6","black",0,1,10,10,18,1859,1479,380,1,2,262,6
"Je495sc5","white",1,1,5,5,9,2108,1500,608,1,0,80,3
"UIRCH8wE","black",1,1,6,9,16,1299,1513,214,-1,0,0,1
"3zXvLVJO","black",0,0,8,5,11,1501,1513,12,-1,2,255,6
"S0tpnlCZ","black",0,0,8,5,9,1513,1501,12,1,3,306,4
"9kH0LRFA","black",0,0,180,0,180,1126,1513,387,-1,2,220,3
"z5LasHEr","black",1,0,20,0,20,1286,1502,216,-1,2,277,9
"WyQ0UQcM","black",1,1,5,5,10,1433,1481,48,-1,0,1,4
"5LSAjiG3","black",1,1,8,5,19,1510,1461,49,1,1,101,4
"vE7O3zWZ","black",1,0,20,0,20,1534,1581,47,-1,3,330,4
"ORpuDA0o","white",1,1,20,0,20,1547,1564,17,-1,2,257,8
"dtelYjik","black",1,0,20,0,20,1602,1502,100,1,0,0,1
"ZgPCh2eW","white",1,0,20,0,20,1444,1651,207,-1,2,255,7
"JoG0uemL","white",1,0,15,0,15,1627,1496,131,1,2,241,4
"Px6dNEST","black",0,0,5,8,12,1267,1627,360,-1,2,220,3
"WY6U80PE","white",1,0,15,0,15,1604,1446,158,1,4,471,9
"eNeBtI8l","black",1,0,15,0,15,1453,1576,123,-1,3,310,4
"lt2LYbX1","white",1,1,5,5,11,1740,1500,240,1,1,110,2
"v94j3VYt","black",1,1,15,0,15,1552,1625,73,-1,2,222,7
"HNN7bCZg","black",1,1,20,0,20,1810,1473,337,1,2,220,2
"cn5Zim8J","white",1,0,7,5,13,1436,1484,48,-1,1,156,10
"R8ur9lKI","white",1,0,10,0,10,2053,1914,139,1,2,240,4
"nslqDgw1","white",1,0,10,0,10,2021,1921,100,1,2,240,4
"puuzrb4D","black",1,0,10,0,10,1930,1979,49,-1,2,220,3
"hWVdbGaa","black",1,0,10,0,10,2000,1908,92,1,0,8,4
"HYcw8stO","white",1,1,10,0,10,1885,1607,278,1,1,100,2
"f79084hX","black",1,1,10,0,10,1776,1821,45,-1,0,43,2
"RyjWP2nK","black",1,0,6,4,10,1707,1734,27,-1,0,0,1
"dzU99BFv","white",1,1,10,0,10,1500,1603,103,-1,2,265,6
"cJlR3WNx","white",1,0,10,0,10,1185,1222,37,-1,0,0,1
"kMpyagEA","black",1,1,10,0,10,1230,1334,104,-1,2,241,6
"B8bvLEXG","white",1,1,10,0,10,1262,1240,22,1,2,240,4
"KgAAeJhI","black",1,1,10,0,10,1250,1286,36,-1,2,260,6
"Sewrr47J","white",1,0,10,0,10,1133,1264,131,-1,2,240,4
"hf17YUme","white",1,1,10,0,10,1257,1141,116,1,2,265,6
"LoZRZsqa","white",1,1,10,0,10,1279,1267,12,1,2,257,11
"rsL3KWEP","white",1,0,10,0,10,1315,1264,51,1,0,25,4
"DIvhiJ7Z","black",1,0,10,0,10,1277,1173,104,1,2,200,3
"akDnf3iE","white",1,1,10,0,10,1332,1287,45,1,2,250,8
"qzoIB6M8","white",1,1,10,0,10,1194,1308,114,-1,2,248,7
"t906RI0n","black",1,0,10,0,10,1136,1301,165,-1,3,300,3
"KCv5tbnu","white",1,1,10,0,10,1291,1262,29,1,2,241,4
"APm6sARd","white",1,0,10,0,10,1286,1083,203,1,2,242,5
"E7hyxqpC","white",1,0,10,0,10,1278,1173,105,1,2,200,3
"u9J7WC5N","black",1,1,10,0,10,1175,1270,95,-1,3,301,4
"NxG37soU","black",1,0,10,0,10,1173,1262,89,-1,2,220,3
"Oz8Tp8EO","white",1,1,10,0,10,1329,1271,58,1,2,244,5
"mm2yP7Ee","black",1,0,10,0,10,1282,1285,3,0,2,200,4
"R9tfi1qe","black",1,0,10,0,10,1235,1272,37,-1,0,0,1
"7vFblCha","black",1,0,10,0,10,1284,1261,23,1,2,247,8
"ukRNqREd","white",1,0,10,0,10,1279,1036,243,1,2,240,4
"FVyGCpFp","black",1,0,10,0,10,1239,1269,30,-1,2,220,3
"5aPsH0uE","white",1,1,10,0,10,1152,1284,132,-1,3,330,4
"QiWepOCZ","white",1,1,10,0,10,1277,1122,155,1,2,230,3
"r90LMOmd","white",1,0,10,0,10,1264,1327,63,-1,2,278,11
"3KE2vYO8","white",1,1,10,0,10,1442,1270,172,1,2,257,8
"Zoupu2mU","white",1,1,10,0,10,1260,1233,27,1,2,272,9
"OCserBbF","white",0,0,10,2,12,1767,1260,507,1,1,150,5
"jixuXxEv","black",1,1,10,0,10,1268,1392,124,-1,2,262,6
"ig6n9ckb","black",1,0,10,0,10,1259,1417,158,-1,2,270,8
"liHxflhE","black",1,1,15,0,15,1263,1587,324,-1,1,134,8
"Eqrfpfj3","black",1,0,5,5,12,1342,1248,94,1,3,301,4
"SPfp0Hi0","white",1,1,10,0,10,1783,1249,534,1,2,268,8
"b6v367Wg","black",1,0,10,0,10,1257,1380,123,-1,2,241,4
"JSAGyxrR","black",1,1,10,0,10,1265,1366,101,-1,1,152,6
"20IU3I8k","black",0,0,10,0,10,1016,1262,246,-1,0,1,2
"py4HXyHH","white",1,1,10,0,10,1247,1380,133,-1,2,245,8
"8xGXXqOv","white",0,0,10,0,10,1662,1501,161,1,2,261,6
"Rhq5XOhG","black",0,1,10,0,10,1199,1501,302,-1,3,302,4
"5X8JpWWw","white",0,1,10,0,10,1501,1199,302,1,2,255,6
"PCDtQEc2","white",0,1,10,0,10,1199,1501,302,-1,3,302,4
"7jrmhsEI","white",0,0,10,0,10,1501,1500,1,0,2,240,4
"bWJtNAyP","white",0,0,10,0,10,1597,1501,96,1,3,320,5
"DruDEfhy","white",0,0,10,0,10,1501,1619,118,-1,2,262,6
"ydqF9Q1W","black",0,0,10,0,10,1567,1501,66,1,2,250,6
"SJYo0G5N","white",0,1,10,0,10,1585,1501,84,1,2,262,6
"IVvbHaFU","white",0,1,10,0,10,1501,1590,89,-1,2,240,4
"b0q9Hdjm","black",0,0,10,0,10,1501,1640,139,-1,2,250,8
"39nuZePb","white",0,0,10,0,10,1702,1501,201,1,2,244,9
"zswQ42ea","white",0,1,10,0,10,1514,1501,13,1,3,300,3
"IsrgkAB7","black",0,0,10,0,10,1501,1500,1,0,2,241,5
"xXnLtAFv","black",0,0,10,0,10,1501,1511,10,0,2,241,5
"mk4dmB3K","black",0,1,10,0,10,1500,1501,1,0,2,246,8
"Avxsjr0m","black",0,0,10,0,10,1501,1787,286,-1,2,202,7
"L6JFVuik","white",0,0,10,0,10,1694,1501,193,1,3,300,3
"7zvmp5lU","black",0,0,10,0,10,1501,1503,2,0,1,107,2
"HXaGslCJ","black",0,0,10,0,10,1694,1501,193,1,3,300,3
"fdbZQKCx","black",0,0,10,0,10,1501,1606,105,-1,2,268,7
"J6wkfsNx","white",0,0,10,0,10,1500,1501,1,0,0,0,1
"RcCQY7VV","white",0,0,10,0,10,1500,1501,1,0,3,302,4
"MPhoi0W5","white",0,0,10,0,10,1787,1501,286,1,2,245,7
"79bTrjIs","black",0,0,10,0,10,1501,1646,145,-1,2,202,5
"Y7uQyOJ8","white",0,0,10,0,10,1707,1501,206,1,0,6,3
"twRrlFYr","black",0,0,10,0,10,1501,1500,1,0,2,248,7
"2hifeMPo","white",0,0,10,0,10,1645,1501,144,1,2,250,9
"LD6016Qi","white",0,0,10,0,10,1501,1797,296,-1,2,246,6
"i3cETXA8","white",0,0,10,0,10,1501,1501,0,0,2,223,3
"WlA1qaVm","black",0,0,10,0,10,1501,1626,125,-1,1,130,4
"dUFuKrXj","black",0,0,10,0,10,1501,1759,258,-1,2,200,3
"GWgAo83d","white",0,0,10,0,10,1500,1501,1,0,2,246,7
"cAf9eK2X","white",0,0,10,0,10,1501,1500,1,0,2,241,4
"0BQ3pzZw","white",0,1,10,0,10,1501,1513,12,-1,2,246,5
"1Xih6fBW","white",0,0,10,0,10,1501,1509,8,0,1,100,5
"ORf3b7B1","black",0,0,10,0,10,1500,1501,1,0,2,250,6
"YZhaRObW","white",0,0,10,0,10,1585,1501,84,1,3,320,5
"aN2zhmLS","black",0,0,10,0,10,1501,1609,108,-1,2,240,5
"s6rKj6Sw","black",0,0,10,0,10,1501,1500,1,0,2,241,5
"GYkOhKvS","white",0,0,10,0,10,1501,1500,1,0,2,242,8
"Wn0n0l55","white",0,0,10,0,10,1598,1501,97,1,2,224,4
"LdMUysoy","black",0,0,15,15,40,1104,910,194,1,4,461,6
"A9bK5Fo8","black",0,1,15,15,34,1104,1207,103,-1,0,10,2
"iOQ9S5BR","white",0,0,15,15,24,1104,1343,239,-1,0,20,2
"P459rzus","black",0,1,15,15,34,1104,1500,396,-1,0,22,4
"aG0wK3mX","white",0,0,15,15,16,1104,1228,124,-1,0,20,2
"2F8zcvKW","black",0,1,15,15,38,1104,1419,315,-1,0,41,6
"MoFeiCeO","white",0,0,15,15,22,1104,1069,35,1,0,20,2
"Q4ViPsI7","black",0,1,15,15,32,1104,1300,196,-1,2,244,5
"SAYenFeI","white",0,0,15,15,28,1104,1500,396,-1,0,10,2
"lewGzal8","black",0,1,15,15,24,1104,1248,144,-1,0,10,1
"5UuZdbiU","black",0,1,15,15,22,1104,1226,122,-1,0,10,2
"Vv4nc5aJ","white",0,0,15,15,36,1104,1139,35,-1,0,40,4
"5yPiABLZ","white",0,0,15,15,20,1104,1337,233,-1,0,10,2
"nl3VVbHD","white",0,1,15,15,31,1104,1017,87,1,4,400,5
"GN9cq680","black",0,1,15,15,30,1104,1290,186,-1,3,300,2
"5AlnpzG5","black",0,0,15,15,26,1273,1104,169,1,2,250,5
"5ZdJmkLx","white",0,1,15,5,18,1500,1104,396,1,2,241,5
"anRsMj8N","white",0,1,15,5,22,1481,1104,377,1,2,241,5
"oEdNmamb","black",0,0,15,5,20,1104,1500,396,-1,3,302,3
"eJcnxQR0","black",0,1,15,5,18,1500,1104,396,1,2,220,3
"MN2rMSWq","white",0,1,15,5,17,1356,1104,252,1,2,255,7
"mNXdsLja","white",0,0,15,5,23,1024,1104,80,-1,2,224,4
"s38SlKGB","white",0,1,15,5,20,1336,1104,232,1,3,300,2
"qNTu76Mb","white",0,1,15,5,19,1500,1104,396,1,0,0,1
"yp4eywfv","black",0,1,15,5,18,1104,1430,326,-1,0,45,2
"7OkcsUyG","white",0,1,15,5,19,1430,1104,326,1,2,277,9
"H7kRRz9R","white",0,1,15,5,21,1408,1104,304,1,2,241,5
"bh4RLGN7","white",0,1,15,5,17,1408,1104,304,1,2,257,7
"9JXwJ6oo","white",0,0,15,5,19,1499,1104,395,1,2,223,3
"gVzZMAgF","white",0,0,15,5,22,1412,1104,308,1,2,250,5
"KKWnZsPO","black",0,1,180,0,180,1072,1231,159,-1,1,101,4
"yHUUC2i5","black",1,1,15,15,38,1245,1264,19,-1,1,121,3
"8dQ1BbRw","white",1,1,15,15,22,1233,1174,59,1,2,227,3
"qzUtYBv3","black",1,1,15,15,34,1251,1177,74,1,1,121,3
"JbLGK2Pv","white",1,1,15,15,30,1225,1252,27,-1,2,248,8
"iTDN0a3m","white",1,1,15,15,18,1216,1041,175,1,2,242,6
"tZYuBqzQ","black",1,1,15,15,32,1007,1208,201,-1,1,101,4
"1dZuh1MF","black",1,1,15,15,30,1226,1198,28,1,1,100,5
"sfuKhsY4","white",1,1,15,15,25,1277,1241,36,1,1,101,2
"sFsiJ3y6","white",1,0,15,15,27,1233,1013,220,1,2,200,3
"k2rA9ujF","white",1,0,15,15,26,1225,1014,211,1,0,6,3
"Yawe8TEI","black",1,1,15,15,42,1026,1215,189,-1,1,101,6
"A7ywZFZL","white",0,0,15,0,15,1390,1339,51,1,3,300,3
"VJRgsrox","black",0,0,10,0,10,1339,1243,96,1,2,240,4
"wXLDLB77","black",1,1,10,1,11,1327,1327,0,0,0,0,1
"4WPGlX9s","black",0,0,10,0,10,1327,1490,163,-1,2,246,7
"UQqoLxFe","white",0,0,10,0,10,1444,1327,117,1,3,300,3
"RkqwMuf6","white",0,0,10,0,10,1327,1391,64,-1,1,125,4
"n8kaYFjz","white",0,0,10,0,10,1500,1327,173,1,1,129,5
"x1TW7fAA","black",0,0,10,0,10,1500,1327,173,1,0,43,3
"6gUtXRJI","white",1,1,10,0,10,1313,1360,47,-1,2,246,7
"ccGGbgod","white",0,0,10,0,10,1500,1313,187,1,0,43,2
"q0VHfsib","white",0,0,10,0,10,958,1313,355,-1,1,132,6
"eWSKkiIR","black",0,0,10,0,10,1313,1500,187,-1,2,223,3
"ozxJJHwn","white",0,0,10,0,10,1223,1313,90,-1,0,0,1
"gY65a8UE","white",0,0,10,0,10,1291,1313,22,-1,1,130,4
"6eutPcFj","white",0,1,10,0,10,1313,1500,187,-1,2,242,6
"yMIwipGQ","white",0,1,10,0,10,1500,1313,187,1,1,125,4
"lD4FIWbe","white",0,0,10,0,10,1313,1239,74,1,1,101,4
"2UO4M4JH","black",0,0,10,0,10,1313,1500,187,-1,2,200,3
"ItXQr3sr","white",0,1,10,0,10,1428,1313,115,1,1,130,4
"gVy6GEka","white",0,0,10,0,10,1313,1078,235,1,2,241,4
"owJJh1sQ","white",0,1,10,0,10,1307,1313,6,0,1,130,4
"nqwsLw3F","black",0,0,10,0,10,1313,1500,187,-1,1,150,4
"THukc4w5","white",0,1,10,0,10,1313,1399,86,-1,2,246,6
