"id","winner","rated","victory_status_class","base_time","add_time","total_time","white_rating","black_rating","rating_dif_abs","rating_dif_class","opening_class","opening_eco_mod","opening_ply"
"TZJHLljE","white",0,0,15,2,15,1500,1191,309,1,3,310,5
"l1NXvwaE","black",1,0,5,10,8,1322,1261,61,1,1,100,4
"mIICvQHh","white",1,1,5,10,15,1496,1500,4,0,2,220,3
"kWKvrqYL","white",1,1,20,0,20,1439,1454,15,-1,3,302,3
"9tXo1AUZ","white",1,1,30,3,35,1523,1469,54,1,2,241,5
"qwU9rasv","white",1,0,10,0,10,1520,1423,97,1,3,300,10
"RVN0N3VK","black",0,0,15,30,20,1413,2108,695,-1,1,100,5
"dwF3DJHO","black",1,0,15,0,15,1439,1392,47,1,2,250,6
"afoMwnLg","white",1,1,10,0,10,1381,1209,172,1,1,101,4
"HgKLWPsz","white",0,1,20,60,59,1381,1272,109,1,0,0,1
"Vf5fKWzI","black",0,0,20,60,58,1381,1867,486,-1,2,202,9
"HRti5mKv","black",0,0,5,40,45,1381,1936,555,-1,2,200,3
"2fEjSei6","black",0,0,8,0,8,1381,1607,226,-1,2,200,2
"u7i6dOaJ","white",0,1,15,15,23,1094,1141,47,-1,2,250,8
"guanvMR5","black",0,0,15,15,26,1141,1094,47,1,2,257,7
"PmpkWkmm","black",0,0,15,15,28,1094,1141,47,-1,2,250,8
"EwaK0IsE","black",0,1,15,16,33,1141,1094,47,1,2,250,8
"yrSDozT3","black",0,0,15,15,40,1094,1300,206,-1,2,241,5
"x31mXlvc","white",0,0,11,0,11,1500,1094,406,1,3,300,2
"oQklnWWp","black",0,0,15,15,18,1094,1676,582,-1,2,255,6
"QFCZwY1f","white",0,0,30,60,33,1094,1068,26,1,0,40,2
"5cgBygpI","white",0,0,15,5,16,1500,1094,406,1,1,120,3
"UhXXBOMY","white",1,0,10,0,10,1307,1106,201,1,0,25,4
"mCij4hBq","black",1,0,10,0,10,1113,1423,310,-1,1,121,3
"ifUMWtVj","white",1,1,10,10,22,1078,1219,141,-1,3,301,4
"Wf0zuLQQ","white",1,0,10,10,17,1825,1079,746,1,2,245,8
"srz9QfSN","black",1,1,10,10,19,1328,1038,290,1,3,301,4
"NS6ccssb","black",1,0,10,10,19,1056,1156,100,-1,3,310,4
"M3vpf2Ki","black",1,1,10,10,21,1077,1148,71,-1,3,306,4
"fXhNOnOn","black",1,0,10,10,21,1358,1036,322,1,1,121,3
"DiCTkvZH","black",1,1,10,10,21,1200,1002,198,1,1,152,6
"FSkgvV2E","white",1,0,10,10,19,1203,1019,184,1,1,127,3
"F1mRjzPr","black",0,0,15,3,16,1019,1500,481,-1,3,320,6
"Lq24M4KQ","white",0,0,18,0,18,1422,975,447,1,1,120,3
"lHNM8cl5","black",1,0,10,0,10,976,1832,856,-1,1,106,4
"GfeEgLV3","white",1,0,10,0,10,1569,978,591,1,3,300,10
"OR6aULrW","black",0,0,15,0,15,978,1500,522,-1,0,45,2
"Yg006qwa","white",0,0,15,0,15,1500,978,522,1,1,177,17
"G5S21pXK","white",0,0,30,30,47,2449,978,1471,1,0,21,3
"r4LcBZA7","black",0,0,5,5,11,1241,978,263,1,1,123,3
"SDDXGw21","white",0,0,30,0,30,1500,978,522,1,1,121,3
"oqoT4DLS","white",0,0,40,40,84,2443,978,1465,1,1,176,17
"eSociDPG","white",0,0,20,0,20,1500,978,522,1,1,121,3
"mpzYDfIK","white",0,0,15,0,15,1500,978,522,1,1,120,3
"27zreJYy","black",0,0,15,0,15,978,1500,522,-1,1,101,2
"IRYkgI8N","white",0,0,10,0,10,1343,978,365,1,1,120,3
"tLnhk43J","white",0,1,40,40,63,2436,978,1458,1,1,177,17
"iq3Kz06t","white",0,1,40,40,67,2436,978,1458,1,1,101,4
"AAw1TiNN","black",0,0,10,0,10,978,1500,522,-1,2,200,3
"n4vRYUCW","white",0,0,10,0,10,1500,978,522,1,2,221,4
"KYPdQv8e","white",0,1,10,0,10,978,1500,522,-1,0,80,2
"p30PeXvE","black",0,0,10,0,10,1500,978,522,1,0,20,2
"PBS4FEld","white",1,0,16,0,16,1521,1162,359,1,0,4,2
"0lDqWVlz","white",1,0,6,10,6,1407,1500,93,-1,1,123,3
"O3wdIwg7","white",1,0,10,0,10,1492,1458,34,1,2,226,5
"48ktrxLp","black",1,0,10,0,10,1414,1442,28,-1,2,241,8
"i2GBGO0R","black",1,0,10,0,10,1457,1294,163,1,2,244,5
"QZSTu1aT","white",1,0,10,0,10,1525,1466,59,1,2,241,6
"9tU9MM6P","black",1,0,8,10,14,1207,1579,372,-1,2,200,3
"ztpC1S2c","white",1,0,8,12,18,1567,1573,6,0,0,40,2
"qc8aH5XL","black",1,0,8,12,14,1578,1605,27,-1,0,40,2
"6sTz6t7D","white",1,0,8,12,13,1939,1581,358,1,4,410,6
"XuyVUkDi","black",1,1,5,10,12,1618,1568,50,1,2,200,2
"D5Oa4vGO","white",1,0,7,12,15,1755,1574,181,1,0,4,2
"6QAiH2Yy","white",1,0,15,10,24,1561,1596,35,-1,0,45,2
"l7top9ps","black",1,0,5,40,57,1500,1554,54,-1,2,200,3
"nG3Of11I","white",1,0,15,5,20,1544,1461,83,1,3,300,3
"cUzM68JF","black",1,0,20,5,24,1563,1335,228,1,3,300,3
"NZSBXWl2","black",1,1,20,5,25,1579,1470,109,1,0,41,2
"DHuXFP6C","white",1,1,20,5,27,1617,1590,27,1,0,45,2
"00R4UOcU","black",1,1,20,5,24,1207,1588,381,-1,2,202,7
"IN15cBnB","black",1,0,15,5,20,1595,1547,48,1,3,300,3
"WYOts2ME","white",1,0,15,5,18,1855,1599,256,1,2,201,5
"oWFQ8mnz","white",1,0,15,5,19,1589,1547,42,1,0,40,2
"i2I8y9Xh","white",1,0,30,0,30,1571,1728,157,-1,3,302,5
"osPCRdxJ","white",1,0,30,0,30,1720,1579,141,1,2,200,3
"Mi1AmkiI","black",1,0,15,5,19,1579,2105,526,-1,3,302,5
"7kK30TmL","black",1,1,15,5,20,1768,1560,208,1,2,200,3
"ThCXomTn","white",1,0,15,5,20,1552,1436,116,1,3,300,3
"4dH72B3d","white",1,1,15,5,20,1536,1667,131,-1,3,302,5
"4jRtIZTy","white",1,0,15,5,19,1521,1549,28,-1,0,10,2
"wNK2HdLb","black",1,1,15,5,20,1251,1545,294,-1,0,0,3
"d62Tg4dc","white",1,0,15,5,21,1537,1408,129,1,3,300,3
"TaSQfvww","white",1,0,15,5,24,1522,1512,10,0,0,40,1
"Xwpzq87m","white",1,0,15,5,18,1602,1532,70,1,2,218,11
"AHmgnsKz","black",1,0,15,5,17,1543,1593,50,-1,3,302,5
"MfNml1rl","black",1,0,30,0,30,1556,1539,17,1,3,300,3
"mEAvshF2","black",1,1,20,10,26,1409,1548,139,-1,2,200,3
"ySsVdRfw","white",1,0,20,10,28,1539,1418,121,1,3,302,5
"ylLqmXwb","white",1,0,20,10,32,1603,1550,53,1,2,200,3
"8mceLIXN","white",1,0,20,10,25,1542,1399,143,1,3,300,4
"YmJpuJkM","black",1,0,20,10,30,1546,1877,331,-1,3,302,5
"PNNfempy","black",1,1,20,10,30,1134,1535,401,-1,0,47,4
"TVfozmF5","white",1,1,20,10,34,1513,1784,271,-1,0,40,2
"4LX77G3m","white",1,0,20,10,26,1501,1445,56,1,3,302,5
"nBfSissu","white",0,0,45,0,45,1500,1500,0,0,2,250,8
"OIyTAHCP","white",1,0,15,0,15,1734,1748,14,-1,3,306,4
"bnCnIJSz","white",1,0,10,0,10,1942,1739,203,1,2,210,6
"ZzWyY1f8","white",1,0,10,0,10,1724,1855,131,-1,2,245,7
"mkKSL3Ev","white",1,1,10,0,10,1951,1729,222,1,2,202,11
"aVwWNjNR","white",1,0,10,0,10,1726,1388,338,1,2,241,5
"DNUmSBH4","black",1,0,10,0,10,1735,1806,71,-1,3,380,6
"Tlng5eqN","black",1,1,10,0,10,1597,1728,131,-1,2,200,3
"wljkejE0","white",1,0,10,0,10,1743,1738,5,0,2,210,10
"iNZuj8bY","white",1,0,10,0,10,1721,1750,29,-1,3,330,7
"Kan2JKOp","white",1,0,10,0,10,1746,1487,259,1,3,320,5
"bCUwPEJ7","black",1,0,10,0,10,1744,1735,9,0,2,202,9
"zTwM10Si","black",1,0,10,0,10,1749,1631,118,1,3,341,9
"PBQ5Il7e","black",1,0,10,0,10,1769,1396,373,1,3,320,5
"z1LTn4pe","black",1,0,5,8,10,1795,1760,35,1,0,46,5
"7NKtCk3B","white",1,1,15,0,15,1729,1795,66,-1,3,331,5
"TMtvbg3w","black",1,1,10,0,10,1795,1784,11,1,2,264,6
"0OXPfTEt","white",1,0,10,0,10,1770,1872,102,-1,3,302,3
"YzMf40DM","black",1,0,10,0,10,1783,1721,62,1,3,302,5
"q3NHAFFp","black",1,0,10,0,10,1884,1768,116,1,2,264,7
"Gz7Icasx","black",1,1,10,0,10,1756,1756,0,0,2,224,5
"3n4poRIX","white",1,0,8,0,8,1724,1958,234,-1,0,43,5
"XRuQPSzH","black",1,0,10,0,10,2036,1706,330,1,0,8,6
"XPZikam7","white",1,1,10,0,10,1706,925,781,1,3,302,5
"5SNh53F9","black",1,0,15,15,22,1244,1219,25,1,1,100,4
"ezdEKpqG","white",1,1,15,15,21,1215,921,294,1,2,250,5
"WyQjriEX","black",1,1,15,15,44,1350,1201,149,1,1,103,5
"vAOIY0jj","black",1,1,15,15,32,1210,1280,70,-1,1,129,4
"dh2xQb3X","black",1,1,15,15,24,1220,1341,121,-1,2,257,11
"TKwuIzb6","black",1,1,15,15,22,1234,1359,125,-1,2,255,6
"s752sCLr","black",1,0,15,15,30,1275,1236,39,1,2,257,11
"lKYmVLZt","white",1,0,15,15,24,1433,1282,151,1,1,102,3
"dRhehsEy","black",1,0,15,15,21,1132,1276,144,-1,3,306,4
"7rbdtPwO","white",0,0,30,2,32,1276,1308,32,-1,2,255,6
"ahwTovI0","black",1,0,15,15,24,1228,1266,38,-1,1,102,7
"fgK91ojo","black",1,0,15,15,21,1273,1409,136,-1,1,113,5
"Cmhkui8U","white",1,0,15,15,17,1338,1277,61,1,3,300,3
"TRpFAEWd","white",1,1,15,15,27,1263,1336,73,-1,1,157,8
"btHFH9xr","white",1,1,15,15,36,1316,1273,43,1,0,20,2
"G9xaiPFl","white",1,1,15,15,25,1248,1253,5,0,1,100,2
"RkMlSx4r","black",1,1,15,15,30,1335,1233,102,1,4,420,6
"Z1CTghfR","white",1,1,15,15,39,1223,1189,34,1,2,257,11
"X4QqWp8Q","black",1,0,15,15,16,1443,1204,239,1,1,102,2
"R6dF4yRx","white",1,1,15,15,39,1227,1216,11,1,3,306,4
"p7a4FGwp","white",1,0,15,15,22,1227,1227,0,0,2,250,8
"3udM9T6k","white",1,1,10,0,10,1550,1225,325,1,4,411,8
"hkMNenrh","white",1,0,15,15,18,1325,1234,91,1,1,102,2
"jrmlULM0","black",1,1,15,15,33,1212,1221,9,0,1,102,5
"JbLparSt","black",1,1,15,15,54,1226,1478,252,-1,2,240,3
"mqZFkCf3","black",1,0,25,0,25,1228,1626,398,-1,3,330,4
"dZn9WLT5","white",0,1,10,2,13,1191,1228,37,-1,2,211,7
"MgL176RS","black",1,0,30,0,30,1422,1210,212,1,1,102,5
"V16nc5AF","white",1,0,15,15,24,1186,1223,37,-1,2,228,5
"GT8TdRlm","white",1,1,15,15,36,1212,1212,0,0,1,106,2
"2P2u5f63","black",1,0,15,15,28,1228,1343,115,-1,1,101,6
"15nlkNRf","white",1,0,10,10,28,1865,1862,3,0,0,46,5
"xwl41jna","white",1,0,7,2,9,1852,1852,0,0,1,130,5
"1zRjgcqm","white",1,0,15,0,15,1833,1863,30,-1,0,56,4
"vfnLULoh","white",1,0,15,0,15,1851,1918,67,-1,1,127,4
"ut6LIGPI","black",1,0,15,0,15,1861,1844,17,1,2,255,6
"1KbSJtjs","white",1,0,10,0,10,1853,1774,79,1,2,265,6
"cqrATt9o","white",1,1,10,0,10,1910,1862,48,1,1,190,11
"deKfSOPy","white",1,0,10,0,10,1851,1890,39,-1,2,200,3
"vQ1psjxd","black",1,0,15,5,21,1860,1840,20,1,1,150,5
"k1qV5HHz","white",1,0,25,25,39,1828,1848,20,-1,1,151,5
"QQ3iIM2V","white",1,0,8,0,8,1855,1858,3,0,4,400,1
"GppFo58m","white",1,0,10,10,20,1847,1895,48,-1,2,270,8
"BoDJGVyk","white",1,0,10,10,28,1885,1856,29,1,1,150,4
"tqirXAEm","white",1,0,30,0,30,1847,1802,45,1,0,40,1
"GLC4oNZR","black",0,0,20,5,23,1847,1856,9,0,1,111,6
"3eLsB99C","black",1,0,15,0,15,1840,1837,3,0,1,122,3
"M6zMVwqK","black",1,0,5,5,12,1848,1806,42,1,1,140,4
"yrQWTJVz","black",1,0,15,0,15,1860,1820,40,1,2,200,3
"aF6DiZZe","black",1,0,10,0,10,1854,1849,5,0,0,45,3
"0dm3RaQv","white",1,0,10,0,10,1895,1859,36,1,1,150,4
"BxxAvvER","black",1,0,15,0,15,1866,1965,99,-1,1,131,6
"Hysqcekp","black",0,0,10,0,10,1835,1866,31,-1,1,118,11
"oaKcGCrO","black",1,0,15,0,15,1877,1860,17,1,2,261,6
"xMezmOBz","white",1,1,7,8,17,1849,1874,25,-1,1,190,11
"46AuHfcq","black",1,1,6,6,22,1835,1865,30,-1,4,410,6
"SGqoxO3v","white",1,1,15,0,15,1856,1829,27,1,2,278,12
"pHJ5zXyE","white",1,0,10,0,10,1845,1846,1,0,2,270,8
"WqMvA7iE","black",1,0,15,0,15,1834,1835,1,0,1,130,4
"s3v6jMaX","white",1,0,15,5,20,1846,1845,1,0,1,110,2
"hl3zLZmV","black",0,0,10,0,10,1845,1917,72,-1,3,306,4
"PHYPEO42","black",1,0,15,0,15,1858,1790,68,1,1,101,4
"NgZ8xxFe","black",1,0,10,0,10,1871,1847,24,1,1,130,4
"1ZeBVc5V","black",1,0,10,0,10,1846,1869,23,-1,2,241,5
"OmwDxZpJ","black",1,1,16,0,16,1843,1836,7,0,1,122,3
"JewxmuG9","black",1,0,15,0,15,1800,1826,26,-1,1,120,2
"0gTDO6Av","black",0,1,8,0,8,1283,1267,16,1,1,130,5
"t7vvcwqO","black",1,0,10,4,16,1290,1270,20,1,0,0,1
"igSDFKv0","white",1,0,12,0,12,1331,1281,50,1,3,300,4
"facMwkUo","white",1,1,10,0,10,1304,1292,12,1,0,0,1
"j5KY62yS","black",1,1,10,0,10,1305,1293,12,1,2,200,3
"nyYULwUl","white",1,1,10,0,10,1308,1317,9,0,2,222,8
"h0YsGMhj","black",1,0,15,0,15,1296,1305,9,0,2,254,13
"o4T7dj5h","black",0,1,30,0,30,968,1305,337,-1,2,250,8
"VgNt0SSX","black",0,1,15,15,24,1293,1466,173,-1,2,241,5
"UvqLtnPM","white",1,1,7,2,9,1500,1299,201,1,2,268,7
"1b0kpInt","white",1,1,7,2,11,1288,1232,56,1,1,112,3
"dJEtAQp7","black",1,0,7,2,8,1289,2108,819,-1,2,277,9
"ZPHBiKBY","white",0,0,7,2,10,1431,1289,142,1,2,222,6
"I8odmGjb","white",0,1,7,2,8,1806,1289,517,1,2,245,7
"DijZlfMy","white",0,0,7,2,8,1289,1311,22,-1,2,241,5
"LyRqbD4d","black",0,0,7,2,11,1431,1289,142,1,0,40,3
"CvakmVNb","black",0,0,7,2,8,1289,1484,195,-1,2,250,6
"O037dETy","black",0,0,7,2,9,1289,1810,521,-1,0,42,5
"CxQlHSnq","black",0,0,7,2,9,1806,1289,517,1,2,244,5
"Q0jogkvi","white",0,0,5,8,8,1289,1500,211,-1,2,241,5
"QurxyQkA","white",1,1,15,1,16,1409,1297,112,1,2,270,8
"mJ9VpdxV","white",1,1,15,1,18,1280,1485,205,-1,2,255,6
"edYOVb5F","white",0,0,15,0,15,1280,1211,69,1,1,101,4
"GstYv2mJ","black",0,1,15,0,15,1211,1280,69,-1,0,0,3
"dFQ5D7CS","black",1,1,10,0,10,1281,1765,484,-1,2,241,6
"2FpFvoMt","black",1,0,15,1,17,1288,1454,166,-1,2,242,4
"cywOBEY5","black",1,1,15,1,16,1560,1270,290,1,3,307,5
"pnU8dLUx","black",1,1,15,1,16,1274,1534,260,-1,1,127,4
"bCVL4bZl","black",1,1,10,0,10,1614,1238,376,1,3,302,5
"WUyPeYW8","white",1,1,10,0,10,1221,1417,196,-1,2,202,11
"xRY7h8aS","black",1,0,10,0,10,1222,1732,510,-1,1,132,7
"92UGyHOr","white",1,1,10,0,10,1232,1234,2,0,2,268,7
"UqxaqU7R","white",1,1,20,5,25,1240,1219,21,1,2,242,8
"TTzZc8gW","white",1,1,10,0,10,1590,1600,10,0,0,22,5
"GoYkQEoS","white",1,0,10,0,10,1500,1358,142,1,2,246,6
"DszY6Pr4","black",0,0,10,2,11,1384,1325,59,1,1,107,2
"FhJcOzZW","black",0,0,30,0,30,1384,1265,119,1,0,6,3
"kKFslhlg","black",0,0,2,10,11,1384,1950,566,-1,0,4,2
"VVkKGe4E","white",1,0,20,10,35,1377,1249,128,1,1,101,4
"11VaOez1","white",1,0,9,0,9,1375,1389,14,-1,2,220,4
"2akR3Bit","white",1,1,10,2,12,1378,1361,17,1,2,241,5
"mG2dEz4z","black",1,1,10,2,12,1261,1371,110,-1,1,107,4
"xrZnbIGD","black",1,0,10,9,13,1380,1429,49,-1,1,130,4
"lOU3lddA","white",1,1,10,0,10,1369,1368,1,0,2,242,6
"xYEVgk0W","white",1,0,10,0,10,1290,1371,81,-1,2,277,9
"ejaSwZEr","white",1,0,6,7,9,1361,1383,22,-1,0,0,1
"3ZfA3gFa","white",1,0,15,15,21,1217,1399,182,-1,0,22,4
"WoOqoYEL","white",1,1,15,30,56,1387,1447,60,-1,2,260,5
"EgoW2NiE","black",0,0,20,0,20,1474,1387,87,1,1,101,2
"ZctgRAt4","white",1,1,15,2,18,1377,1351,26,1,2,241,4
"VuZ0dzhO","black",1,0,30,10,35,1389,1339,50,1,2,240,4
"1cvi4Z6K","black",0,0,30,15,36,1389,1400,11,-1,2,241,4
"E83xJFBo","white",0,0,10,0,10,1849,1389,460,1,2,244,5
"hVSNfLer","black",1,1,8,0,8,1395,1378,17,1,2,250,9
"XyM6zTew","white",1,0,5,5,7,1370,1257,113,1,2,261,6
"5sEcA5zs","white",1,0,10,3,12,1360,1332,28,1,1,100,5
"wXnKMk3N","white",0,0,10,0,10,1311,1360,49,-1,2,221,4
"YPVYpEvm","white",0,1,20,0,20,1714,1360,354,1,2,264,6
"rth667hB","white",1,1,45,30,60,1354,1217,137,1,2,250,5
"rb7lq7dT","black",1,0,15,15,24,1245,1346,101,-1,3,320,5
"hxMTrlzW","white",0,0,10,4,13,1346,1099,247,1,2,255,6
"hfNJtVnd","white",1,0,9,2,12,1336,1287,49,1,0,7,4
"ijtzfFex","white",0,0,10,0,10,1580,1555,25,1,0,10,2
"Uc64bIGE","black",0,1,10,0,10,1555,1580,25,-1,1,140,6
"o1qwAoUy","black",1,0,6,6,10,1649,1547,102,1,2,202,6
"voV4ekhS","black",1,0,8,0,8,1426,1527,101,-1,2,200,3
"VUCRbEm8","black",1,0,15,0,15,1557,1547,10,0,2,270,8
"LDLdtyDj","white",0,1,5,8,18,1557,1607,50,-1,4,420,5
"Gr1n1AdP","black",0,1,5,8,14,1607,1557,50,1,0,2,1
"1TpYTEKR","white",0,0,10,0,10,1557,1632,75,-1,1,132,7
"AUzK1bj8","white",1,0,10,3,19,1535,1609,74,-1,2,258,11
"R5SfPQiB","black",1,1,10,2,14,1713,1558,155,1,0,0,2
"VXdhNTk5","white",1,0,10,2,12,1497,1730,233,-1,1,100,2
"kTRSenmv","white",1,0,7,3,10,1437,1552,115,-1,2,250,5
"PEIWrbTQ","white",1,1,7,3,8,1513,1456,57,1,1,154,5
"8hlHAFPF","black",1,0,10,0,10,1355,1478,123,-1,2,255,7
"BwBDbyKq","white",1,1,10,0,10,1638,1614,24,1,2,255,6
"E41MaCB9","white",1,0,6,5,14,1613,1934,321,-1,1,112,11
"UVbhSOnA","black",0,0,10,0,10,1865,1613,252,1,3,303,5
"HYMGpINp","black",1,1,8,0,8,1776,1587,189,1,3,300,2
"L9UeFctE","white",1,1,15,0,15,1568,1593,25,-1,2,210,6
"DbYHY9Bc","black",1,0,15,0,15,1605,1546,59,1,1,101,6
"7fftvkF6","white",1,0,8,0,8,1518,1709,191,-1,1,100,5
"IlQp1eqc","white",1,0,10,0,10,1728,1527,201,1,3,331,8
"atgsbOBS","white",1,1,10,0,10,1515,1379,136,1,1,101,4
"Kx4jd1Oo","black",1,0,10,0,10,1538,1501,37,1,1,106,4
"5vg0pHEg","black",1,0,10,0,10,1511,1516,5,0,3,330,4
"5uNNVd3c","black",1,0,10,0,10,1464,1495,31,-1,2,269,9
"aGVLNoTY","white",1,1,10,0,10,1470,1475,5,0,2,240,4
"W4eyc9dH","black",1,1,10,0,10,1490,1440,50,1,2,250,6
"l2My0J1h","white",0,0,15,15,33,1611,1974,363,-1,3,341,18
"eRHQGmr2","black",1,0,10,0,10,1611,1945,334,-1,4,420,8
"D45fTp2y","black",1,0,10,0,10,1584,1611,27,-1,0,31,5
"lTOKfWMv","black",1,0,10,0,10,1942,1611,331,1,0,0,1
"sd7oPNum","black",1,0,10,2,10,1217,1611,394,-1,2,246,6
"T3gAyyeH","white",1,0,15,15,33,1611,1478,133,1,1,127,4
"HDPjH5bD","black",1,1,15,15,25,1486,1552,66,-1,2,244,5
"cFSW3SMi","white",1,1,15,15,22,1453,1496,43,-1,1,106,2
"wsNnVC6Y","white",1,0,15,15,26,1340,1326,14,1,0,40,2
"UxvU6EN4","white",1,1,10,0,10,1532,1500,32,1,2,200,3
"mjXUQnww","white",1,0,10,0,10,1560,1557,3,0,2,234,6
"lC84DiKq","black",1,0,10,0,10,1571,1577,6,0,0,3,2
"A17jdHS8","black",1,0,10,0,10,1580,1617,37,-1,0,3,2
"t5ixT6HN","white",1,0,10,0,10,1531,1593,62,-1,2,246,7
"vwQzM7Sg","white",1,0,10,0,10,1743,1604,139,1,2,234,6
"I4zyNfPo","white",1,0,10,0,10,1604,1614,10,0,2,248,8
"6eQ92lsE","black",1,0,10,0,10,1550,1605,55,-1,3,300,3
"8BLA0IOl","black",0,1,10,0,10,1630,1605,25,1,2,242,8
"pMcUNK5E","black",0,1,15,0,15,1475,1605,130,-1,0,0,1
"Kzq2t2lB","white",0,1,15,0,15,1605,1475,130,1,0,2,1
"a0VRhASu","black",0,1,15,0,15,1475,1605,130,-1,2,220,3
"5gymGRgt","white",0,0,10,0,10,1570,1605,35,-1,2,242,7
"Vyrkyifp","black",0,0,10,0,10,1605,1500,105,1,0,2,1
"exEzRx87","white",0,0,10,0,10,1500,1605,105,-1,2,247,9
"i3YfxFdL","white",0,0,10,0,10,1605,1500,105,1,0,2,1
"8ctKV1wh","black",0,0,10,0,10,1513,1605,92,-1,2,242,5
"jVXtr42v","white",1,0,25,5,30,1790,1874,84,-1,0,0,1
"ZXM2sX4y","white",1,0,25,5,32,1864,1805,59,1,1,124,5
"UFKSc5hH","black",1,0,25,5,29,1496,1861,365,-1,0,45,3
"jhA7bDVC","white",1,0,25,5,29,1851,1853,2,0,2,267,8
"vc2eo2Sh","white",1,0,10,0,10,1861,1863,2,0,1,111,4
"WtFUCKgj","black",1,0,10,0,10,1620,1607,13,1,0,0,1
"EQDn1BA7","black",1,1,10,0,10,1621,1496,125,1,1,130,5
"AbDhfpnX","black",1,0,10,0,10,1633,1581,52,1,2,241,5
"Ger5Zno3","black",1,1,10,0,10,1623,1623,0,0,2,260,6
"JHH8PcNq","white",1,0,10,0,10,1612,1614,2,0,2,250,5
"8Ie5Oesp","white",1,0,10,0,10,1605,1624,19,-1,2,250,8
"GRAng26s","black",1,0,10,0,10,1631,1684,53,-1,1,150,4
"TaaLCuw6","black",1,1,10,0,10,1636,1619,17,1,2,253,8
"R2JFua6L","black",1,1,10,0,10,1613,1617,4,0,2,257,8
"LcPvndOa","black",1,0,10,0,10,1627,1495,132,1,2,250,6
"oWSctoZp","white",1,0,10,0,10,1480,1643,163,-1,2,223,3
"m793jf7F","white",1,0,10,0,10,1631,1652,21,-1,1,130,5
"UaulsArt","white",1,0,10,0,10,1687,1641,46,1,2,244,5
"EL3LK94E","white",1,0,10,0,10,1630,1638,8,0,2,255,6
"PcXdgcJJ","black",1,1,10,0,10,1414,1624,210,-1,2,260,6
"XGG3VNC9","white",1,1,10,0,10,1619,1419,200,1,2,257,7
"n1hgevhj","black",1,0,10,0,10,1629,1659,30,-1,2,242,5
"q5P7mAB4","white",1,0,10,0,10,1649,1639,10,0,2,223,3
"sl4N6t22","black",1,0,10,0,10,1677,1627,50,1,0,0,1
"DhoFXYNH","white",1,1,10,0,10,1705,1636,69,1,2,245,8
"q6FmC8Id","black",1,0,10,0,10,1647,1635,12,1,1,196,13
"2CvZyh4h","white",1,0,10,0,10,1637,1627,10,0,2,253,7
"Psin3ost","white",1,0,10,0,10,1626,1631,5,0,2,250,5
"AaSSYIy6","black",1,0,10,0,10,1602,1615,13,-1,2,234,6
"0lWtXgXo","black",1,0,10,0,10,1634,1603,31,1,2,223,3
"IC0EFtA5","black",1,1,10,0,10,1611,1591,20,1,2,250,9
"L8gPU593","white",1,1,10,0,10,1579,1623,44,-1,2,254,19
"0PVGpBvD","white",1,1,10,0,10,1995,1581,414,1,0,5,4
"2icRDIZI","black",1,1,10,0,10,1589,1569,20,1,3,392,9
"5AYA7mBv","white",1,1,10,0,10,1559,1557,2,0,2,200,3
"qGThbTuM","white",1,0,10,0,10,1546,1571,25,-1,0,45,2
"pLR3kRgy","white",1,0,10,0,10,1550,1567,17,-1,1,121,6
"EdKqO9z1","white",1,0,5,7,9,1560,1419,141,1,1,112,5
"sAjNrfSm","white",1,0,8,0,8,1840,1564,276,1,2,245,8
"BON8sFeZ","black",1,0,10,0,10,1660,1549,111,1,0,49,4
"PREaBSqk","white",1,1,10,0,10,1534,1678,144,-1,2,241,5
"CmAh08GF","white",1,0,10,0,10,1789,1538,251,1,4,410,6
"FpZiajAh","black",1,0,15,0,15,1841,1921,80,-1,2,222,8
"4Wozw7Zh","black",1,0,8,2,10,1629,1887,258,-1,3,300,3
"GIoSZf5k","black",1,0,5,5,6,1860,1712,148,1,2,237,7
"9r2yzwRq","white",1,0,20,8,31,1500,1568,68,-1,0,9,4
"e4UoYNOg","black",1,0,10,0,10,1780,2132,352,-1,1,190,10
"sn4zdyQb","black",1,0,10,0,10,966,1124,158,-1,1,101,2
"ppPlxT3Q","black",1,0,15,15,22,884,951,67,-1,0,1,2
"D0idNTxu","black",1,0,15,15,16,945,1070,125,-1,2,240,3
"yTbYtCF6","black",1,1,10,0,10,971,1149,178,-1,1,100,3
"AEIBxJhK","white",1,1,15,15,18,1238,985,253,1,0,0,1
"ygHSZzNE","white",1,1,10,0,10,1107,961,146,1,1,100,4
"9MESu3hH","black",1,0,10,0,10,974,1129,155,-1,3,300,3
"tBXOrjlO","white",1,1,10,2,13,1203,970,233,1,2,221,3
"J5DYrnEf","black",1,0,10,0,10,998,937,61,1,2,200,5
"o5ZRUXrY","black",1,0,10,0,10,1016,1126,110,-1,0,0,1
"fV2cuf3p","black",1,1,10,0,10,1047,1151,104,-1,3,302,4
"baOLL2ej","black",1,0,10,0,10,998,1016,18,-1,2,244,6
"tHHd8ejz","white",1,0,10,0,10,1127,1044,83,1,2,220,3
"E9Es660b","white",1,0,10,0,10,1020,1200,180,-1,3,302,3
"0Hl7FLEs","black",1,1,10,0,10,1069,1071,2,0,3,302,4
"zALflmF8","black",1,0,10,0,10,1115,1223,108,-1,3,301,4
"F8euV2Zp","black",1,0,10,0,10,1190,1213,23,-1,3,301,4
"VC0euQZC","white",1,0,10,0,10,1337,1337,0,0,2,240,3
