"id","winner","base_time","add_time","total_time","game_class","opening_class","opening_eco_mod","rating_dif","same_elo_band_flag","same_elo_step_flag","white_elo_band","white_castle_turn_limited","white_castle_before_five","white_castle_before_ten","white_castle_before_fifteen","white_checks_limited_count","white_checks_before_five","white_checks_before_ten","white_checks_before_fifteen","white_loss_before_five","white_loss_before_ten","white_loss_before_fifteen","black_elo_band","black_castle_turn_limited","black_castle_before_five","black_castle_before_ten","black_castle_before_fifteen","black_checks_before_five","black_checks_before_ten","black_checks_before_fifteen","black_checks_limited_count","black_loss_before_five","black_loss_before_ten","black_loss_before_fifteen","player_as_white_fav_opening_class","player_as_white_fav_opening_eco","player_white_total_games_count","player_black_total_games_count"
"O40Iylgn","white",5,60,64,1,3,305,-302,0,0,2,5,1,1,1,0,0,0,0,0,1,1,4,5,1,1,1,0,0,0,0,0,0,1,"B","B01",12,32
"UMU8oQ8X","white",10,60,68,1,1,114,-302,0,0,2,9,0,1,1,0,0,0,0,1,2,2,4,9,0,1,1,0,0,0,0,1,2,2,"B","B01",12,32
"lyju2kpg","white",20,10,36,2,1,111,698,0,0,6,12,0,0,1,0,0,0,0,0,1,1,4,13,0,0,1,0,0,0,0,0,1,1,"B","B11",4,32
"euwhYwPk","black",20,0,20,2,1,178,-671,0,0,4,10,0,1,1,0,0,0,0,1,1,2,6,7,0,1,1,0,0,0,0,1,1,2,"B","E32",32,3
"lnkgTgf5","white",25,0,25,2,0,28,22,1,1,5,11,0,0,1,0,0,0,0,0,1,1,5,11,0,0,1,0,0,0,0,0,1,1,"D","A28",27,1
"RZi9dRaF","white",10,6,14,1,2,242,-15,1,1,5,7,0,1,1,1,0,0,1,1,2,2,5,12,0,0,1,0,0,0,0,1,2,4,"D","A28",27,3
"fyfWyjj2","black",10,6,16,1,0,50,46,1,1,5,NA,0,0,0,0,0,0,0,1,2,4,5,6,0,1,1,1,1,1,1,0,2,4,"A","A50",3,27
"7yjLMB3I","black",15,5,23,2,2,211,-36,0,1,5,NA,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,1,1,0,0,0,"D","A28",27,2
"ulMItK50","white",20,10,36,2,0,1,-124,0,1,5,0,0,0,0,2,0,1,1,0,1,4,6,0,0,0,0,0,0,0,0,0,1,6,"D","A28",27,1
"wSFmrrjq","black",10,10,23,1,1,122,-8,1,1,5,0,0,0,0,0,0,0,0,1,2,4,5,0,0,0,0,0,0,1,2,1,2,3,"B","B22",1,27
"X510i7Ap","black",15,15,27,2,3,300,-159,0,1,4,8,0,1,1,2,0,0,1,2,2,5,5,8,0,1,1,0,0,0,0,0,1,3,"D","D00",1,27
"8i5x95vw","white",15,0,15,2,1,115,-61,1,1,5,14,0,0,1,1,1,1,1,2,2,4,5,7,0,1,1,0,1,1,1,2,2,4,"D","A28",27,1
"4iJWRVPj","black",10,0,10,1,2,274,-347,0,0,3,0,0,0,0,0,0,0,0,1,4,6,5,0,0,0,0,0,1,1,1,0,2,4,"C","C74",1,27
"7qY9L7W1","black",15,0,15,2,2,277,112,1,1,5,7,0,1,1,0,0,0,0,1,3,4,5,NA,0,0,0,0,0,0,0,0,3,3,"C","C77",1,27
"0um0tpFY","black",30,0,30,2,2,222,-61,1,1,5,12,0,0,1,0,0,0,0,1,4,5,5,12,0,0,1,0,1,1,1,1,2,4,"D","A28",27,1
"DRfTjJfI","black",20,10,33,2,1,123,173,0,1,5,9,0,1,1,1,0,1,1,1,2,3,4,9,0,1,1,0,0,0,0,1,2,3,"B","B23",2,27
"SUFD5DcK","white",25,10,46,2,1,103,167,1,1,5,14,0,0,1,0,0,0,0,1,1,3,5,10,0,1,1,0,0,0,0,1,1,3,"B","B03",1,27
"tIyITJNx","white",25,0,25,2,3,315,35,1,1,4,8,0,1,1,0,0,0,0,1,1,1,4,12,0,0,1,0,0,0,0,0,1,1,"D","A28",27,3
"vIvoQFtf","white",20,10,35,2,4,415,-81,1,1,4,7,0,1,1,0,0,0,0,0,2,2,4,8,0,1,1,1,1,1,1,0,1,2,"D","A28",27,2
"E0m4LSoy","black",20,5,24,2,1,133,57,0,1,4,0,0,0,0,0,0,0,0,1,2,3,3,9,0,1,1,0,0,0,0,1,2,2,"B","B33",1,27
"X0Iwibm1","black",10,10,20,1,0,45,389,0,0,5,0,0,0,0,0,0,0,0,0,0,2,3,6,0,1,1,0,0,0,0,0,1,3,"A","A45",2,27
"dGpsSZqt","black",10,30,36,1,1,121,470,0,0,4,NA,0,0,0,0,0,0,0,2,2,3,2,NA,0,0,0,0,1,1,1,1,1,2,"C","C00",4,27
"maIfXGZ9","black",30,0,30,2,1,120,127,1,1,2,9,0,1,1,1,0,1,1,0,2,4,2,9,0,1,1,0,0,0,0,0,2,3,"C","C00",2,27
"CEAxQktE","black",10,0,10,1,2,202,-69,1,1,4,12,0,0,1,0,0,0,0,0,1,2,4,11,0,0,1,0,0,0,0,0,2,3,"C","C02",1,28
"1ZBxaGX9","white",10,0,10,1,3,300,54,1,1,4,8,0,1,1,0,0,0,0,0,1,3,4,15,0,0,1,0,0,0,0,0,1,4,"A","D00",28,1
"24GwfDpc","white",10,0,10,1,3,300,1,1,1,4,6,0,1,1,0,0,0,0,0,2,5,4,9,0,1,1,0,0,0,0,0,2,5,"A","D00",28,1
"1GU2h9aV","black",10,0,10,1,3,300,-45,1,1,4,8,0,1,1,0,0,0,0,1,1,2,4,7,0,1,1,0,0,0,0,1,1,2,"A","D00",28,2
"wk46cnzx","black",10,0,10,1,2,200,-236,0,0,3,13,0,0,1,0,0,0,0,1,1,2,4,8,0,1,1,0,0,0,0,1,1,2,"C","C00",1,28
"3Qh2Ykbb","black",10,0,10,1,2,205,-8,1,1,4,15,0,0,1,0,0,0,0,0,0,1,4,15,0,0,1,0,1,1,1,0,0,1,"C","C05",1,28
"Eilhay9o","black",10,0,10,1,2,202,68,1,1,4,13,0,0,1,0,0,0,0,0,0,1,4,NA,0,0,0,0,0,0,0,0,0,1,"B","B06",2,28
"lGorQz36","black",10,0,10,1,0,45,4,1,1,4,13,0,0,1,0,0,0,0,0,1,2,4,6,0,1,1,0,0,0,0,0,0,2,"A","D00",28,1
"qQkMCfY3","white",10,0,10,1,2,200,-114,1,1,4,12,0,0,1,1,0,1,1,0,3,3,4,13,0,0,1,0,0,0,0,0,2,2,"C","C00",1,28
"iEK86jFJ","black",10,0,10,1,0,41,38,1,1,4,NA,0,0,0,0,0,0,0,0,1,3,4,5,1,1,1,0,0,0,0,0,1,3,"A","D00",28,1
"vLD6J3eb","white",10,0,10,1,2,201,22,1,1,4,9,0,1,1,1,0,1,1,1,2,4,4,9,0,1,1,0,0,1,2,1,2,3,"C","C01",1,28
"WRrgkudT","black",10,0,10,1,0,46,-57,0,1,4,15,0,0,1,0,0,0,0,0,2,3,5,14,0,0,1,1,1,1,1,0,2,4,"A","D00",28,1
"UXtGWMqx","white",10,0,10,1,3,300,120,1,1,4,10,0,1,1,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,1,3,"A","D00",28,1
"fEPxd3yG","white",10,0,10,1,0,40,369,0,0,4,NA,0,0,0,0,0,0,0,0,2,3,2,14,0,0,1,0,0,1,1,0,3,6,"A","D00",28,1
"pQEzVe8l","white",10,0,10,1,0,84,-44,1,1,4,NA,0,0,0,0,0,0,0,0,1,2,4,7,0,1,1,0,0,1,1,0,1,2,"A","A84",1,28
"hnDZdM8h","white",10,0,10,1,0,45,67,1,1,4,14,0,0,1,0,0,0,0,0,1,1,4,NA,0,0,0,0,0,0,0,0,1,1,"A","D00",28,2
"OzRvLzLH","white",10,0,10,1,3,300,-36,1,1,4,9,0,1,1,0,0,0,0,0,0,1,4,6,0,1,1,0,0,0,0,0,0,1,"A","D00",28,2
"rxqktfCJ","white",10,0,10,1,0,45,9,1,1,4,9,0,1,1,0,0,0,0,1,1,2,4,6,0,1,1,0,0,0,0,0,1,2,"A","D00",28,1
"GSdR0vB4","black",10,0,10,1,2,202,-76,1,1,4,9,0,1,1,0,0,0,0,0,1,2,4,11,0,0,1,0,0,0,0,0,1,2,"C","C02",1,28
"Fgn5MAw3","white",10,0,10,1,2,200,-51,1,1,4,8,0,1,1,0,0,0,0,1,2,4,4,7,0,1,1,0,0,1,1,1,1,4,"C","C00",1,28
"lo0Yn6vU","white",10,0,10,1,2,200,-28,1,1,4,7,0,1,1,1,1,1,1,1,2,3,4,7,0,1,1,0,0,1,1,1,1,2,"C","C00",2,28
"aARrvpFZ","white",10,0,10,1,0,40,-82,1,1,4,9,0,1,1,0,0,0,0,0,0,2,4,8,0,1,1,0,0,0,0,0,0,3,"A","D00",28,1
"S8NUSgo1","black",10,0,10,1,2,202,11,1,1,4,12,0,0,1,0,0,0,0,0,1,2,4,10,0,1,1,0,0,0,0,0,1,2,"C","C02",1,28
"NjrlxX94","black",10,0,10,1,1,123,281,0,0,5,7,0,1,1,0,0,0,0,0,0,4,3,12,0,0,1,1,1,1,1,0,0,3,"C","B23",15,2
"rfV2pSMO","white",10,0,10,1,2,208,60,0,1,5,9,0,1,1,2,0,1,1,2,3,4,4,9,0,1,1,0,0,0,0,2,3,4,"C","B23",15,2
"IAYsmr3U","white",10,0,10,1,2,202,-212,0,0,4,7,0,1,1,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,2,3,"C","C02",1,15
"Fqi2sESZ","black",10,0,10,1,2,257,168,0,1,5,11,0,0,1,0,0,0,0,0,3,4,4,12,0,0,1,0,0,0,0,1,3,5,"C","B23",15,1
"Zxz1pu91","black",10,0,10,1,0,0,259,0,0,5,6,0,1,1,0,0,0,0,0,2,3,4,11,0,0,1,0,0,0,0,0,1,3,"C","B23",15,2
"SsezlO4g","white",10,0,10,1,2,200,101,1,1,5,8,0,1,1,0,0,0,0,1,2,2,5,7,0,1,1,0,0,0,0,1,1,2,"C","B23",15,1
"JUnUTAVQ","black",10,0,10,1,1,107,-257,0,0,4,5,1,1,1,0,0,0,0,0,0,3,5,7,0,1,1,0,0,1,1,0,0,3,"B","B07",4,15
"PvcSm0wd","black",10,0,10,1,1,100,-359,0,0,3,5,1,1,1,2,0,1,1,1,2,3,5,12,0,0,1,0,0,0,0,0,1,2,"B","B00",1,15
"d0EkAxtx","white",10,10,20,1,0,80,49,1,1,5,9,0,1,1,2,0,1,1,1,1,4,5,6,0,1,1,0,0,0,0,1,1,4,"A","A80",3,15
"XKANTqYN","white",10,0,10,1,1,128,-458,0,0,3,NA,0,0,0,0,0,0,0,0,2,5,6,NA,0,0,0,0,0,1,2,0,2,3,"B","B28",1,16
"uIN5ibjp","white",10,0,10,1,2,200,353,0,0,6,9,0,1,1,0,0,0,0,1,2,4,4,8,0,1,1,0,0,0,0,1,1,4,"C","B18",16,1
"GHscB4q8","white",10,0,10,1,1,138,-26,0,1,5,9,0,1,1,0,0,0,0,1,2,2,6,7,0,1,1,0,0,0,0,1,2,2,"C","B18",16,1
"kfwOG81F","black",10,0,10,1,1,122,-367,0,0,4,11,0,0,1,1,0,0,1,1,4,4,5,13,0,0,1,0,0,0,0,0,4,4,"B","B22",3,16
"FLYuGOKd","white",10,0,10,1,1,118,503,0,0,5,11,0,0,1,0,0,0,0,1,2,3,3,NA,0,0,0,0,0,0,0,1,2,3,"C","B18",16,1
"BJisK5oE","black",10,0,10,1,1,140,-1086,0,0,0,10,0,1,1,0,0,0,0,0,1,3,5,14,0,0,1,0,0,1,1,0,0,2,"B","B10",3,16
"6qMKO7pP","white",10,0,10,1,2,246,-75,1,1,5,NA,0,0,0,2,0,1,1,1,2,2,5,0,0,0,0,0,0,0,0,0,4,4,"C","C46",1,16
"ui2RhDXK","white",8,0,8,1,1,145,456,0,0,5,9,0,1,1,0,0,0,0,2,3,3,3,0,0,0,0,0,0,0,0,1,2,3,"C","B18",16,1
"VAoAdZil","black",10,0,10,1,1,140,-88,1,1,5,11,0,0,1,0,0,0,0,0,1,3,5,NA,0,0,0,0,0,0,0,0,0,2,"B","B40",1,16
"Ogv3opdZ","black",10,0,10,1,0,45,175,0,1,6,0,0,0,0,0,0,0,0,1,2,3,5,5,1,1,1,0,1,1,1,1,3,5,"A","A45",2,16
"RxYHMsAq","white",10,0,10,1,2,211,-129,0,1,4,10,0,1,1,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,1,3,"C","B18",16,1
"r4g3tfKh","black",10,0,10,1,2,242,-224,0,0,4,10,0,1,1,0,0,0,0,1,2,3,5,0,0,0,0,0,1,1,1,1,2,3,"C","B18",16,2
"MT4ew6Qa","black",10,0,10,1,1,120,239,0,0,5,8,0,1,1,0,0,0,0,1,1,2,4,8,0,1,1,0,0,0,0,1,1,2,"B","B20",1,16
"2ZDPxmD6","black",10,0,10,1,1,140,-64,1,1,3,9,0,1,1,0,0,0,0,0,1,4,3,8,0,1,1,0,0,0,0,0,0,3,"B","B40",1,16
"RORo7LWo","white",10,0,10,1,2,250,-75,1,1,2,4,1,1,1,0,0,0,0,0,0,1,2,12,0,0,1,0,0,0,0,0,0,1,"C","B18",16,1
"1TWADI7m","black",12,0,12,2,3,301,-48,1,1,3,8,0,1,1,0,0,0,0,0,2,3,3,NA,0,0,0,0,0,0,0,0,1,2,"C","D01",8,9
"PHck4T4m","black",10,0,10,1,2,221,260,0,0,5,0,0,0,0,2,0,1,1,2,4,5,3,13,0,0,1,1,1,1,2,2,4,5,"C","C21",2,9
"EKWEdLR3","black",10,0,10,1,1,110,-260,0,0,3,10,0,1,1,3,0,0,1,1,2,4,5,0,0,0,0,0,1,1,1,1,2,4,"C","C54",9,2
"80v4kknA","black",9,0,9,1,1,100,58,1,1,3,7,0,1,1,2,0,1,1,0,2,3,3,0,0,0,0,0,0,0,0,0,2,3,"C","C54",9,8
"UptyVU0V","black",9,0,9,1,2,251,-58,1,1,3,10,0,1,1,4,1,1,1,1,3,4,3,0,0,0,0,0,0,0,0,2,4,4,"C","D01",8,9
"TeckPGgd","black",8,0,8,1,2,220,-58,1,1,3,0,0,0,0,0,0,0,0,0,3,5,3,NA,0,0,0,1,1,1,2,0,1,2,"C","D01",8,9
"glnCWgLU","black",15,0,15,2,0,0,-79,1,1,3,13,0,0,1,0,0,0,0,1,2,5,3,0,0,0,0,0,0,0,0,0,1,3,"C","D01",8,9
"XX8Crxxd","white",25,10,32,2,3,302,-49,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,7,0,1,1,0,0,0,0,0,1,3,"D","D02",1,5
"ieP9U8xx","black",10,5,16,1,2,277,-135,1,1,1,7,0,1,1,0,0,0,0,0,1,1,1,8,0,1,1,0,0,0,0,0,1,1,"C","C77",1,5
"6pwyTbIU","white",10,5,14,1,3,343,-77,0,1,1,NA,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,2,3,"D","D43",1,5
"yvtJCY3I","black",15,15,24,2,1,107,-23,0,1,3,9,0,1,1,0,0,0,0,0,1,4,4,6,0,1,1,0,0,0,0,0,0,3,"B","B07",1,1
"Kw9FNEj2","black",10,0,10,1,3,300,-42,1,1,2,10,0,1,1,1,0,1,1,0,2,2,2,10,0,1,1,0,0,1,1,0,2,2,"D","D00",1,38
"p1pDtG7F","black",10,0,10,1,2,246,0,1,1,2,7,0,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,1,0,1,3,"C","C41",38,2
"tLA1K8KK","white",10,0,10,1,1,107,136,0,1,2,6,0,1,1,1,0,0,1,0,0,4,1,9,0,1,1,0,0,0,0,0,0,3,"C","C41",38,1
"6H1XOwyZ","black",10,0,10,1,1,101,-39,1,1,2,8,0,1,1,0,0,0,0,1,1,3,2,NA,0,0,0,0,0,0,0,1,1,3,"C","C41",38,1
"oVVUVj0y","black",10,0,10,1,3,300,-15,1,1,2,14,0,0,1,0,0,0,0,0,0,2,2,8,0,1,1,0,0,0,0,0,0,2,"D","D00",1,38
"3JX8DIJT","white",10,0,10,1,3,330,259,0,0,3,13,0,0,1,0,0,0,0,1,3,4,2,11,0,0,1,0,0,0,0,1,3,4,"D","D30",2,38
"63x3W7LF","black",10,0,10,1,2,241,0,1,1,2,7,0,1,1,1,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,2,3,"C","C41",38,1
"apfiYd1n","white",10,0,10,1,2,241,14,1,1,2,5,1,1,1,1,0,0,1,0,2,3,2,5,1,1,1,0,0,0,0,0,2,3,"C","C41",38,1
"uTZQcfcd","white",10,0,10,1,2,245,50,0,1,3,14,0,0,1,1,0,1,1,2,3,4,2,11,0,0,1,0,0,0,0,2,3,4,"C","C45",2,38
"UJRA0xsx","white",10,0,10,1,2,223,-2,1,1,2,NA,0,0,0,0,0,0,0,0,3,5,2,5,1,1,1,0,0,0,0,0,1,3,"C","C23",2,38
"Ielcto2n","black",10,0,10,1,2,220,-52,1,1,2,NA,0,0,0,0,0,0,0,0,1,2,2,8,0,1,1,0,0,0,0,0,1,2,"C","C20",2,38
"tKJAVWff","white",10,0,10,1,2,200,-16,1,1,2,8,0,1,1,0,0,0,0,2,2,4,2,8,0,1,1,1,1,1,3,1,2,4,"C","C41",38,2
"O44zsiFU","black",10,0,10,1,2,262,-118,0,1,2,5,1,1,1,0,0,0,0,0,3,4,3,11,0,0,1,0,0,0,0,0,2,4,"C","C41",38,1
"POrRRX45","white",10,0,10,1,2,227,-5,1,1,2,13,0,0,1,0,0,0,0,0,1,2,2,6,0,1,1,0,0,0,0,0,1,2,"C","C27",1,38
"AG41iMTm","white",10,0,10,1,2,221,-45,1,1,2,8,0,1,1,0,0,0,0,3,4,4,2,11,0,0,1,0,0,0,0,1,2,2,"C","C21",2,38
"wgwmDmSe","white",10,0,10,1,2,260,68,1,1,2,6,0,1,1,0,0,0,0,0,1,3,2,14,0,0,1,0,0,0,0,0,0,3,"C","C41",38,1
"IxKyt8ei","black",10,0,10,1,2,253,7,1,1,2,4,1,1,1,0,0,0,0,0,2,4,2,5,1,1,1,0,0,0,0,0,3,5,"C","C53",1,38
"zBMT9r6y","black",10,0,10,1,2,223,-27,1,1,2,7,0,1,1,1,0,0,1,0,2,3,2,15,0,0,1,0,0,0,0,0,1,3,"C","C23",1,38
"LbMbOCeB","white",10,0,10,1,2,246,21,1,1,2,9,0,1,1,0,0,0,0,0,2,3,2,9,0,1,1,0,0,0,0,0,2,3,"C","C41",38,1
"Eqin01VE","white",10,0,10,1,2,244,2,1,1,2,5,1,1,1,1,0,0,1,0,2,4,2,7,0,1,1,0,0,0,0,0,1,3,"C","C41",38,1
"nne0Y3zi","white",10,0,10,1,2,220,-25,1,1,2,15,0,0,1,0,0,0,0,0,1,2,2,7,0,1,1,0,0,0,0,0,0,2,"C","C20",2,38
"1d2Q33y8","black",10,0,10,1,2,261,2,1,1,2,7,0,1,1,0,0,0,0,1,2,2,2,13,0,0,1,0,0,0,0,1,2,3,"C","C41",38,1
"n9I0ixE1","black",10,0,10,1,1,132,-7,1,1,2,11,0,0,1,0,0,0,0,2,3,5,2,11,0,0,1,0,0,1,1,2,2,4,"C","C41",38,1
"6Ic6HvpE","black",10,0,10,1,2,234,-19,1,1,2,6,0,1,1,2,0,1,1,1,2,4,2,14,0,0,1,0,0,0,0,0,1,3,"C","C34",1,38
"qxxA1wmE","white",10,0,10,1,2,262,-22,1,1,2,9,0,1,1,1,1,1,1,1,2,4,2,NA,0,0,0,0,0,0,0,1,3,6,"C","C62",2,38
"Mu8Nvs6Z","white",10,0,10,1,2,223,-69,1,1,2,0,0,0,0,0,0,0,0,0,2,3,2,5,1,1,1,0,0,0,0,0,2,3,"C","C23",1,38
"HWgmHGCl","white",10,0,10,1,2,241,45,1,1,2,5,1,1,1,0,0,0,0,0,3,6,2,11,0,0,1,0,0,1,1,0,3,6,"C","C41",38,3
"BwnOMc1P","white",10,0,10,1,2,200,5,1,1,2,8,0,1,1,3,0,1,1,1,2,3,2,10,0,1,1,0,0,0,0,1,2,3,"C","C41",38,1
"677m3eCI","black",10,0,10,1,2,241,-29,0,1,2,6,0,1,1,0,0,0,0,0,2,2,3,13,0,0,1,0,0,0,0,0,2,2,"C","C41",38,2
"NOgHX6bb","black",10,0,10,1,2,246,-4,1,1,2,7,0,1,1,0,0,0,0,1,2,4,2,6,0,1,1,0,0,0,0,0,1,3,"C","C46",1,38
"cFKpl0wk","white",10,0,10,1,1,106,71,1,1,2,10,0,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,1,2,"C","C41",38,2
"bDxF8kED","white",10,0,10,1,3,330,42,1,1,2,12,0,0,1,0,0,0,0,0,1,2,2,NA,0,0,0,0,0,0,0,0,1,2,"D","D30",1,3
"DCdHgSMH","white",5,5,15,1,2,265,-109,0,1,1,7,0,1,1,2,0,0,1,1,3,3,2,7,0,1,1,0,0,0,0,1,3,4,"C","C65",2,3
"MCIbrN0I","white",5,5,10,1,1,101,59,1,1,2,7,0,1,1,1,0,1,1,1,2,3,2,10,0,1,1,0,0,0,0,1,2,4,"B","B01",3,2
"2hNUHRUA","white",10,25,30,1,2,259,906,0,0,6,12,0,0,1,1,0,1,1,0,1,1,3,11,0,0,1,0,0,0,0,1,2,2,"B","A40",41,6
"Dz0DCW8U","white",15,0,15,2,1,101,-6,1,1,3,8,0,1,1,0,0,0,0,1,2,3,3,13,0,0,1,0,0,0,0,1,1,3,"B","B50",6,1
"ef9IvUWU","white",10,25,30,1,3,380,906,0,0,6,10,0,1,1,0,0,0,0,1,1,3,3,6,0,1,1,0,0,0,0,0,1,3,"B","A40",41,6
"2qndM9O7","black",10,15,36,1,1,150,-906,0,0,3,12,0,0,1,2,0,1,1,2,4,4,6,0,0,0,0,0,1,1,1,1,3,3,"B","B50",6,41
"MEBUMqmq","white",10,0,10,1,0,40,178,0,1,4,7,0,1,1,0,0,0,0,0,0,1,3,6,0,1,1,0,0,0,0,0,0,1,"A","A40",1,1
"lVND2DJ7","black",10,0,10,1,2,250,33,0,1,3,0,0,0,0,0,0,0,0,2,4,5,2,11,0,0,1,1,1,1,6,2,3,4,"C","C50",10,1
"2BTiuljJ","white",10,0,10,1,2,241,-51,0,1,2,11,0,0,1,1,0,0,1,2,3,4,3,9,0,1,1,0,0,0,0,2,3,4,"C","C50",10,1
"kdOy7sM9","white",10,0,10,1,3,320,71,0,1,3,8,0,1,1,0,0,0,0,1,2,4,2,7,0,1,1,1,1,1,2,1,2,3,"D","D20",1,10
"KNaRt2nQ","black",10,0,10,1,2,255,52,0,1,3,4,1,1,1,0,0,0,0,0,2,4,2,9,0,1,1,0,0,0,0,0,2,5,"C","C50",10,2
"wMbu2xVX","black",10,0,10,1,1,130,-33,0,1,2,8,0,1,1,0,0,0,0,0,2,5,3,NA,0,0,0,0,0,0,0,0,1,3,"B","B30",2,10
"8S2DQIqI","black",10,0,10,1,1,120,0,1,1,2,7,0,1,1,0,0,0,0,0,0,3,2,10,0,1,1,0,0,0,0,0,0,2,"B","B20",2,10
"fgEVm2SN","white",10,0,10,1,2,245,12,1,1,2,11,0,0,1,0,0,0,0,2,2,2,2,9,0,1,1,0,0,0,0,2,2,3,"C","C50",10,1
"GDpmOWfn","black",10,0,10,1,4,476,104,0,1,3,10,0,1,1,0,0,0,0,0,1,1,2,5,1,1,1,0,0,0,0,0,1,2,"E","E76",1,10
"h4uPOUK4","white",10,0,10,1,1,110,-10,1,1,2,6,0,1,1,2,1,1,1,2,2,5,2,9,0,1,1,0,0,0,0,2,2,5,"C","C50",10,1
"820SoEHC","black",10,0,10,1,1,154,-36,1,1,2,7,0,1,1,2,1,1,1,1,2,3,2,10,0,1,1,0,0,0,0,1,2,2,"C","C50",10,2
"cgviKNh8","white",10,0,10,1,1,121,189,0,1,4,8,0,1,1,0,0,0,0,1,2,3,3,13,0,0,1,0,0,0,0,0,1,2,"B","B21",1,14
"7gPI3Z3P","white",10,0,10,1,2,200,201,0,0,3,7,0,1,1,0,0,0,0,0,0,1,2,10,0,1,1,0,0,0,0,0,0,1,"C","C00",14,3
"ZEtpf5gJ","white",10,0,10,1,0,42,29,1,1,3,9,0,1,1,0,0,0,0,1,3,4,3,8,0,1,1,0,0,0,0,1,3,4,"C","C00",14,1
"2PmX8LCF","black",10,0,10,1,1,146,-137,0,1,2,8,0,1,1,0,0,0,0,1,2,4,3,9,0,1,1,0,0,0,0,1,2,5,"C","C15",5,14
"VQR6h050","white",10,0,10,1,2,267,235,0,0,3,4,1,1,1,4,0,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,3,5,"C","C00",14,1
"dKumt85h","white",10,0,10,1,1,101,74,0,1,3,6,0,1,1,1,0,0,1,1,3,5,2,8,0,1,1,1,1,1,1,1,1,5,"C","C00",14,3
"HVG3gobh","white",10,0,10,1,1,142,-85,0,1,2,7,0,1,1,0,0,0,0,1,2,3,3,0,0,0,0,0,0,1,1,1,2,3,"B","B42",1,14
"qLWlKMmN","white",15,5,21,2,2,260,-31,1,1,3,9,0,1,1,2,0,1,1,1,3,4,3,0,0,0,0,0,0,0,0,2,6,7,"C","C60",2,14
"d2bLrcpt","white",10,0,10,1,1,123,21,1,1,3,10,0,1,1,0,0,0,0,0,2,4,3,13,0,0,1,0,0,0,0,0,1,3,"B","B23",1,14
"roxirao7","black",10,0,10,1,1,120,-9,1,1,3,11,0,0,1,1,0,1,1,1,2,3,3,11,0,0,1,0,0,0,0,0,2,3,"B","B20",1,14
"IXzhV2g4","white",10,0,10,1,0,45,175,0,1,4,NA,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,1,2,"A","A45",1,14
"zHhpYgMJ","black",10,0,10,1,2,260,9,1,1,3,NA,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,1,0,1,3,"C","C00",14,1
"mBNYTH1k","black",8,0,8,1,3,300,-10,1,1,4,7,0,1,1,0,0,0,0,0,0,1,4,6,0,1,1,0,0,0,0,0,0,1,"A","A45",3,22
"gXIY20TB","black",15,0,15,2,2,220,-41,1,1,2,0,0,0,0,3,1,1,1,1,4,6,2,11,0,0,1,0,0,1,2,1,3,6,"C","C20",1,23
"vdfwaSUh","white",10,0,10,1,3,302,395,0,0,4,7,0,1,1,0,0,0,0,0,2,4,2,11,0,0,1,0,0,0,0,0,2,4,"D","D02",2,23
"YemMISHn","black",10,0,10,1,1,108,-395,0,0,2,10,0,1,1,0,0,0,0,1,2,4,4,6,0,1,1,0,0,0,0,0,2,4,"B","B30",23,2
"JTN2v1Hw","white",7,2,10,1,1,130,141,0,1,2,0,0,0,0,2,0,0,1,0,2,3,1,0,0,0,0,0,1,1,3,0,1,4,"B","B30",23,3
"rOlaRpsu","white",7,2,9,1,2,268,409,0,0,4,7,0,1,1,0,0,0,0,1,1,2,2,12,0,0,1,0,0,0,0,1,1,3,"C","C68",1,23
"MszqM2HI","black",7,2,11,1,2,241,-229,0,0,2,11,0,0,1,0,0,0,0,1,2,4,3,0,0,0,0,0,0,0,0,1,2,4,"B","B30",23,1
"fQ4D2RZl","black",7,2,8,1,2,255,-133,0,1,1,5,1,1,1,0,0,0,0,0,2,4,2,6,0,1,1,0,0,0,0,0,2,4,"C","C55",3,23
"YpyJ5aC8","black",7,2,8,1,3,350,-39,1,1,2,9,0,1,1,0,0,0,0,0,1,6,2,6,0,1,1,0,0,0,0,0,1,5,"D","D50",1,23
